loan_id,age,income,loan_amount,credit_score,months_employed,interest_rate,debt_to_income_ratio,education,employment_type,marital_status,has_mortgage,has_dependents,loan_purpose,has_co_signer,default
236,18,76819,20313,568,42,8.703601010357259,0.7014601167653449,PhD,Full-time,Married,No,Yes,Education,No,0
237,36,100910,20349,461,457,6.77344153273118,0.7495569877103068,High School,Full-time,Single,Yes,No,Education,No,0
238,19,140430,12179,559,88,7.477373034311015,0.8565997617807442,High School,Part-time,Single,Yes,Yes,Auto,Yes,0
239,61,91324,15326,401,147,22.893994693225633,0.35033563842305815,PhD,Self-employed,Married,Yes,Yes,Auto,Yes,1
240,43,25408,49555,805,94,12.765588247388672,0.7868051636412436,High School,Full-time,Single,Yes,No,Business,Yes,1
241,49,79379,6560,546,451,12.724886497615833,0.20534952274896565,Bachelor,Part-time,Single,No,Yes,Auto,No,0
242,23,45053,18612,836,427,19.493239776471494,0.6640327250828741,Bachelor,Unemployed,Married,No,Yes,Auto,Yes,0
243,49,29446,22650,430,150,5.553320692113294,0.6935821836111887,Master,Unemployed,Divorced,Yes,No,Auto,Yes,0
244,21,20922,31745,652,1,13.207103144301168,0.6421785929610564,High School,Part-time,Married,Yes,Yes,Business,Yes,1
245,28,118723,36890,495,375,11.889659924784374,0.30185178890812236,Master,Unemployed,Single,Yes,No,Business,No,0
246,34,71356,25022,681,21,15.728945882573091,0.7984345176121627,Bachelor,Unemployed,Married,Yes,Yes,Personal,No,1
247,55,30789,9780,526,370,24.989827174760087,0.235086770696316,Bachelor,Self-employed,Single,No,Yes,Personal,Yes,0
248,41,117720,23311,775,312,19.697324563887083,0.14290783321666467,Bachelor,Unemployed,Single,Yes,Yes,Personal,No,0
249,22,86656,33380,776,327,11.150911169400825,0.6739719924895298,High School,Full-time,Married,Yes,No,Personal,Yes,0
250,69,64028,49662,564,6,21.03372020230308,0.480380572186187,High School,Unemployed,Single,Yes,No,Education,Yes,1
251,51,84484,7356,671,205,5.926292356187044,0.7792784159669409,Bachelor,Part-time,Divorced,No,No,Education,No,0
252,23,52154,9790,785,439,2.700664785106083,0.4067177128466072,Master,Self-employed,Single,No,Yes,Personal,No,1
253,39,102870,31911,733,374,6.70231256667828,0.23462287080617028,Master,Unemployed,Married,No,Yes,Personal,No,0
254,28,22336,29363,510,450,9.829465790627971,0.7691537539758958,PhD,Part-time,Divorced,Yes,No,Home,No,0
255,65,123677,25049,676,113,13.743357421569877,0.5391277053120573,Bachelor,Full-time,Divorced,Yes,No,Education,Yes,0
256,33,87779,15181,694,271,16.147970232447598,0.2513566339122839,Master,Unemployed,Single,Yes,Yes,Home,Yes,1
257,50,39029,44825,749,82,22.9439314959317,0.6763071988691566,Bachelor,Self-employed,Married,No,Yes,Home,No,0
258,26,79201,21082,663,178,13.726642219660526,0.5088909107916004,Master,Unemployed,Single,No,Yes,Auto,No,0
259,23,52265,5661,756,209,13.529339826391777,0.5834503857922558,PhD,Part-time,Single,Yes,Yes,Business,Yes,0
260,33,122916,42412,525,463,3.155589225928589,0.4687186705652655,PhD,Self-employed,Married,Yes,No,Education,Yes,1
261,46,132250,7920,430,327,2.8029657110931474,0.7629671870544051,Bachelor,Unemployed,Married,No,Yes,Personal,Yes,0
262,20,136553,30658,775,123,14.676679124076557,0.7636501725464399,Master,Full-time,Single,Yes,Yes,Personal,Yes,0
263,37,63872,19025,576,112,12.078108104711923,0.667511057459509,High School,Self-employed,Divorced,Yes,Yes,Business,No,0
264,53,66197,13946,455,11,21.301149084546868,0.18432110191716983,PhD,Full-time,Single,Yes,Yes,Education,No,1
265,36,145733,33706,517,125,5.695630448372439,0.7710830895232551,Bachelor,Part-time,Divorced,No,Yes,Personal,No,1
266,43,75180,44004,489,52,2.574348228692141,0.6368103844263279,Bachelor,Unemployed,Single,Yes,Yes,Personal,Yes,0
267,20,43710,21309,716,330,12.327891662392895,0.6576193328034396,Master,Full-time,Married,Yes,Yes,Auto,Yes,0
268,36,49486,38120,845,388,7.462006805301922,0.3903862723230973,Bachelor,Part-time,Divorced,Yes,No,Home,No,0
269,37,91907,35027,340,282,3.1411305867932615,0.8034236449256054,PhD,Unemployed,Married,Yes,No,Personal,No,1
270,49,148876,12005,606,139,18.665760597495467,0.6802972801878859,Bachelor,Part-time,Married,No,No,Education,No,0
271,24,91895,5956,637,400,4.566638999016692,0.19007237322335557,Bachelor,Full-time,Married,No,Yes,Business,Yes,0
272,69,84435,39839,613,389,15.991348500178749,0.4262224275249301,High School,Part-time,Married,No,No,Auto,No,0
273,58,60631,13595,374,96,8.464144253838452,0.8091042895681134,High School,Self-employed,Married,Yes,Yes,Education,Yes,1
274,50,149038,17803,578,4,5.990409158165507,0.1377573613579032,PhD,Unemployed,Single,No,Yes,Auto,No,0
275,57,121532,30963,475,56,10.7342850271443,0.8691332957136396,Master,Part-time,Divorced,Yes,Yes,Home,No,0
276,56,40103,41221,572,411,20.433252853127932,0.6433300546556502,High School,Full-time,Single,No,Yes,Personal,No,1
277,35,84772,44443,588,333,11.018152268805173,0.6051007821147013,Master,Unemployed,Single,Yes,No,Education,Yes,0
278,57,146108,38723,571,68,19.26770193185428,0.31644740519039316,PhD,Self-employed,Single,No,Yes,Business,Yes,0
279,18,34382,44063,365,117,4.886184826380466,0.29903343099134166,High School,Unemployed,Married,No,Yes,Home,Yes,0
280,28,104291,20282,782,375,19.77374265229682,0.8536465755908764,Master,Self-employed,Single,No,No,Home,Yes,1
281,45,121195,9703,547,58,7.449466472852919,0.3386179633872982,High School,Unemployed,Divorced,Yes,No,Auto,Yes,1
282,42,23756,11563,455,32,17.580041987444076,0.7204042373751995,PhD,Part-time,Single,Yes,No,Home,Yes,1
283,67,40609,30849,346,317,15.012975761342917,0.41449743856566335,PhD,Part-time,Married,Yes,Yes,Education,No,1
284,40,134074,36860,753,49,23.370328495868808,0.2114032566277632,High School,Full-time,Divorced,No,No,Auto,Yes,1
285,48,36478,36585,500,367,10.908417913432222,0.10857223815628717,Master,Self-employed,Divorced,Yes,Yes,Home,No,0
286,47,120978,27015,423,18,3.5217993431921304,0.5354058696122007,Bachelor,Full-time,Divorced,Yes,Yes,Business,Yes,0
287,59,59666,17003,300,213,2.4405761676788167,0.8806230548391462,Bachelor,Part-time,Divorced,Yes,No,Education,No,1
288,52,95683,48585,490,196,21.01774690237332,0.39530895504736363,High School,Self-employed,Single,Yes,No,Business,No,1
289,24,119097,31958,815,378,14.06891966621294,0.38575386719443594,Master,Full-time,Married,Yes,No,Business,Yes,1
290,33,144714,31017,741,449,19.830613192203835,0.3752732942795537,Bachelor,Full-time,Divorced,Yes,Yes,Auto,No,1
291,43,120420,16171,442,477,7.3917888002648375,0.5164350698438868,PhD,Full-time,Divorced,No,Yes,Personal,Yes,0
292,65,91315,17201,490,46,9.936926146804375,0.4525319067394349,Master,Full-time,Married,No,Yes,Auto,Yes,0
293,69,97834,34426,832,166,2.692389060860336,0.8039317013816116,Bachelor,Full-time,Single,Yes,Yes,Education,Yes,0
294,66,146205,22778,526,451,24.11432346520458,0.5044166333787923,Master,Self-employed,Divorced,No,Yes,Education,Yes,0
295,19,34153,47229,612,288,17.360961854118706,0.5062062705508551,High School,Full-time,Single,No,Yes,Auto,No,0
296,18,129415,26116,601,140,23.463717018464042,0.2106972757764453,Master,Self-employed,Single,Yes,No,Personal,Yes,0
297,65,96325,38297,759,83,8.106417370868662,0.8861916327283088,Bachelor,Full-time,Single,Yes,Yes,Auto,No,1
298,29,129701,24342,700,181,16.0636630581902,0.29997831269506375,High School,Part-time,Single,No,No,Education,No,1
299,22,32999,32490,692,390,17.605499270730668,0.15869125396768213,Master,Part-time,Divorced,Yes,No,Personal,No,0
300,54,75318,24975,506,78,9.303643105924534,0.630516999180167,PhD,Full-time,Divorced,No,No,Education,Yes,0
301,49,20814,31723,509,214,21.50651240535949,0.5762930961254982,Bachelor,Unemployed,Single,No,No,Personal,No,0
302,26,135033,28279,414,13,23.7847136467057,0.4321165231941966,High School,Part-time,Single,No,No,Personal,Yes,1
303,58,96077,17765,550,214,22.3516677070081,0.4377537871045425,Master,Self-employed,Married,Yes,Yes,Auto,No,0
304,52,110474,16561,518,402,18.998540446605567,0.728051136837145,PhD,Full-time,Married,No,Yes,Auto,Yes,0
305,36,22443,46899,706,127,8.381687633673943,0.25657011207971925,Bachelor,Self-employed,Married,Yes,Yes,Auto,Yes,1
306,65,95993,5525,742,309,8.477168968429531,0.7562026551559118,PhD,Unemployed,Divorced,Yes,Yes,Personal,Yes,0
307,33,95916,27861,653,476,24.15728737025887,0.6189976911160145,Master,Full-time,Married,Yes,No,Personal,Yes,1
308,20,93319,38142,849,247,2.2365434065209167,0.43517581902361957,Master,Part-time,Divorced,Yes,No,Education,No,1
309,37,145885,31916,441,403,18.469149384569324,0.46642289326709496,High School,Self-employed,Divorced,Yes,No,Business,No,1
310,41,129777,49965,800,28,18.24366173877103,0.30531776574887665,PhD,Part-time,Divorced,No,Yes,Auto,Yes,0
311,50,37368,9648,846,279,16.32185944184534,0.7016914661575798,High School,Part-time,Divorced,Yes,Yes,Education,No,0
312,41,35328,40133,841,337,24.772503459997914,0.5102997938442142,Bachelor,Full-time,Married,Yes,Yes,Education,Yes,1
313,69,76942,35523,806,318,9.17322702256568,0.3566836341998749,High School,Self-employed,Single,Yes,Yes,Home,Yes,0
314,28,111751,34052,580,201,9.819352867244708,0.5768400926087602,Bachelor,Unemployed,Single,Yes,No,Auto,No,0
315,66,119131,39414,723,360,3.815606267770778,0.8965875616410585,Master,Part-time,Single,Yes,No,Education,Yes,0
316,25,47306,37781,569,56,12.184357140505961,0.4482098237252431,Master,Full-time,Married,No,Yes,Home,Yes,0
317,53,105451,9599,453,391,8.004116103401506,0.8365531206228957,PhD,Full-time,Single,Yes,Yes,Auto,Yes,1
318,55,59915,40046,382,217,9.897894150085817,0.37601347193965295,Bachelor,Unemployed,Married,Yes,No,Personal,Yes,0
319,57,57219,40923,725,61,21.195151175879435,0.14378616553998871,Master,Full-time,Married,No,No,Home,Yes,0
320,37,100879,46089,574,156,23.5161438111324,0.26339368509474315,PhD,Part-time,Married,Yes,No,Personal,No,0
321,52,131939,8814,583,201,6.271860656119269,0.43495611466214734,PhD,Full-time,Single,No,No,Business,No,0
322,65,84644,40984,472,16,10.567705425729715,0.27570794287565525,High School,Self-employed,Single,No,Yes,Business,No,0
323,42,80279,31616,626,321,23.358502928654065,0.10018163057460444,PhD,Self-employed,Single,No,No,Business,Yes,0
324,52,73028,7113,362,5,3.4215945958521203,0.8320012301980219,Master,Part-time,Divorced,No,No,Business,Yes,0
325,42,124263,48006,372,57,4.1242921465617055,0.7751035289847432,High School,Self-employed,Married,Yes,No,Education,Yes,1
326,46,20126,18760,674,324,5.744192751743276,0.6938337851895577,Bachelor,Unemployed,Divorced,Yes,No,Business,Yes,0
327,35,72329,26927,807,411,15.68989518491812,0.2342516765168229,Bachelor,Full-time,Married,No,Yes,Education,Yes,0
328,63,47632,25939,697,317,5.4608622331379415,0.19629086096798887,Master,Part-time,Single,No,Yes,Education,Yes,0
329,35,127099,37419,419,168,24.26575677336687,0.15408379957790652,Master,Unemployed,Married,Yes,Yes,Auto,No,1
330,19,85310,17588,736,452,12.274434126945968,0.679223351018337,High School,Full-time,Married,No,Yes,Education,Yes,0
331,52,129945,41142,764,81,13.534913088053827,0.8430463685503082,High School,Unemployed,Divorced,No,Yes,Education,No,1
332,33,75176,44198,585,473,7.673148163524349,0.44442865673042964,Master,Part-time,Married,No,Yes,Business,Yes,0
333,58,139797,49738,564,467,12.83208580599887,0.19531253759683853,Master,Part-time,Single,Yes,No,Education,No,1
334,53,106066,38397,619,424,17.224013550651264,0.5099142565856852,Bachelor,Unemployed,Married,No,No,Personal,Yes,0
335,50,125500,21653,675,432,19.277074149942983,0.3790655259669041,Bachelor,Full-time,Married,Yes,No,Business,No,1
336,21,146413,15831,388,218,19.338965902328,0.3998599394799982,Bachelor,Self-employed,Married,Yes,No,Home,No,1
337,50,64327,10724,502,176,15.291495591964031,0.5970644993245658,Master,Self-employed,Divorced,Yes,Yes,Business,Yes,0
338,31,88904,16083,633,203,22.800274824858715,0.6749744906097619,PhD,Unemployed,Married,No,No,Education,Yes,0
339,38,23797,24816,521,70,20.800380488040517,0.18848287909852868,Master,Part-time,Married,No,Yes,Personal,No,1
340,65,67882,47240,340,386,19.412106638068384,0.12847218464518112,Master,Full-time,Divorced,Yes,No,Business,Yes,1
341,37,33718,11276,367,265,3.2789269986505944,0.8954642421485719,Bachelor,Full-time,Divorced,Yes,No,Personal,Yes,0
342,25,54560,43663,813,97,2.1581931310519344,0.28618267913244144,Master,Part-time,Divorced,Yes,No,Home,Yes,0
343,24,96589,18994,426,344,6.886287375495878,0.14306441992676727,High School,Self-employed,Divorced,No,Yes,Home,No,1
344,20,42116,28499,554,290,17.2610426600094,0.251900263276736,Master,Full-time,Single,No,No,Auto,Yes,1
345,34,56244,28040,315,207,11.457542244298553,0.13116627707877138,Master,Unemployed,Single,Yes,Yes,Auto,No,1
346,50,121721,48320,776,1,11.25534396388417,0.4134487156937373,Master,Self-employed,Married,Yes,Yes,Business,No,1
347,65,21645,21959,361,123,22.345498429281115,0.7419214275610594,Master,Unemployed,Single,No,No,Auto,Yes,0
348,29,67523,11099,731,279,22.59794550703229,0.3729955598061765,PhD,Self-employed,Married,Yes,Yes,Personal,No,0
349,68,144085,47267,567,73,22.911031073232472,0.4553467255026933,Master,Part-time,Single,No,Yes,Auto,Yes,0
350,39,137718,24576,334,165,9.21919575984563,0.640469418853951,High School,Unemployed,Divorced,No,No,Personal,Yes,1
351,39,39256,40946,793,21,17.89428369300302,0.5071152560559041,High School,Unemployed,Divorced,Yes,No,Auto,No,0
352,63,121376,11116,768,153,8.247563169310503,0.7891565488170594,Master,Part-time,Single,Yes,No,Auto,No,0
353,47,120158,20563,624,426,6.384026160712345,0.7928285400366052,Bachelor,Unemployed,Single,No,No,Auto,No,0
354,55,73173,31788,603,438,6.246546518989492,0.10792855639292293,PhD,Self-employed,Married,No,No,Education,No,1
355,55,57430,31928,575,294,9.868475279862663,0.7224370451865594,Master,Full-time,Married,No,No,Education,No,0
356,62,59282,41336,500,218,11.8890252549359,0.46858688019333916,Master,Full-time,Married,No,Yes,Auto,Yes,1
357,68,139719,14847,744,156,21.11183093426657,0.8910724330429305,Master,Part-time,Divorced,No,No,Personal,No,1
358,25,83374,31155,623,229,4.757495149872378,0.48658566070034814,Bachelor,Self-employed,Divorced,Yes,No,Business,Yes,1
359,44,88244,19135,334,19,18.903294490082565,0.889516756310638,Bachelor,Unemployed,Divorced,No,Yes,Home,Yes,1
360,44,31694,22774,781,474,14.223463026354024,0.7036554889645893,Bachelor,Unemployed,Divorced,No,No,Education,No,0
361,51,76264,6742,779,40,8.622742881547827,0.2988839076906451,PhD,Full-time,Married,No,Yes,Auto,No,0
362,38,95060,23309,364,437,13.334850444254966,0.5307159834295662,High School,Unemployed,Divorced,Yes,No,Home,No,1
363,47,117416,5619,307,147,8.89866760487152,0.8937085115828662,PhD,Full-time,Divorced,Yes,No,Education,No,1
364,50,77545,22658,600,107,15.709884970481038,0.786024486201539,Bachelor,Part-time,Divorced,No,Yes,Business,No,0
365,45,138195,39707,642,402,11.978410225670617,0.1778935150329769,High School,Unemployed,Divorced,No,No,Personal,Yes,0
366,64,59224,25337,730,83,5.781327168814211,0.6650975974479969,High School,Self-employed,Single,Yes,Yes,Auto,Yes,0
367,50,122516,21001,723,366,4.681410714781025,0.3764636686966505,Bachelor,Unemployed,Married,Yes,No,Business,Yes,1
368,22,117945,5968,631,321,14.574000687658993,0.1055858095042785,Bachelor,Full-time,Married,Yes,No,Education,No,0
369,65,33224,30892,737,413,22.755499765580378,0.42278477522159974,PhD,Part-time,Divorced,Yes,Yes,Auto,No,0
370,36,60738,30619,473,308,9.911026790826767,0.28780353737997705,Bachelor,Full-time,Single,No,No,Home,Yes,0
371,21,45150,5281,826,289,18.859002466120334,0.7550954164163772,High School,Unemployed,Married,Yes,No,Personal,No,0
372,52,83731,32420,325,405,17.149211163614638,0.36986448707661246,Master,Full-time,Married,No,Yes,Education,No,1
373,66,69688,20360,705,322,23.425763029118063,0.7620189551630537,Bachelor,Full-time,Divorced,No,No,Personal,No,1
374,34,119929,44030,531,133,20.88256339788024,0.10047835106783626,Bachelor,Part-time,Divorced,Yes,Yes,Auto,Yes,0
375,61,128618,6058,832,206,15.03192095482565,0.3462553200208953,PhD,Self-employed,Married,Yes,No,Business,No,0
376,45,93509,25677,849,282,17.11170145938447,0.29293217144620953,PhD,Unemployed,Married,Yes,Yes,Personal,Yes,0
377,47,28577,15724,804,265,22.6628887314328,0.2868538888548888,Bachelor,Part-time,Single,Yes,No,Home,No,1
378,46,28070,33404,478,72,11.1889320454995,0.15454929581237017,High School,Self-employed,Married,No,Yes,Education,No,0
379,63,146161,42946,431,351,9.51627823472888,0.2496994163284014,High School,Full-time,Married,No,Yes,Home,Yes,1
380,23,28666,44748,754,47,2.2486549236095157,0.544439655908496,Master,Self-employed,Divorced,No,No,Personal,No,1
381,52,77761,34856,647,325,21.010674706403677,0.33308885827019563,Bachelor,Full-time,Married,Yes,No,Business,No,0
382,58,141178,14200,839,232,20.42255610927739,0.43391582586331834,PhD,Full-time,Divorced,No,Yes,Business,No,1
383,54,56368,38997,705,442,4.402453916303482,0.4014935042777509,High School,Part-time,Married,Yes,No,Home,Yes,0
384,41,26783,30611,375,99,15.267719766052105,0.8007239399999156,Master,Full-time,Married,No,Yes,Auto,No,0
385,46,131530,46235,791,58,12.67157905783841,0.8242391992084124,Bachelor,Part-time,Married,Yes,No,Auto,No,0
386,66,61914,40057,493,257,4.730309196709563,0.4943655773246881,High School,Self-employed,Single,No,No,Business,No,1
387,63,90507,6239,461,412,24.55306922239664,0.3641247602524835,Bachelor,Self-employed,Divorced,No,Yes,Home,No,1
388,48,147738,43138,646,451,6.938005411657175,0.18544056320189092,Bachelor,Full-time,Single,Yes,Yes,Home,No,0
389,52,99026,5125,660,64,3.5463861420829064,0.862722303505676,High School,Part-time,Married,No,No,Home,Yes,0
390,50,135893,28857,386,82,15.68148972854392,0.14818155592023796,High School,Full-time,Single,No,No,Personal,Yes,1
391,69,131255,20398,561,153,18.993933574059753,0.33812022205462433,High School,Part-time,Divorced,Yes,No,Auto,No,0
392,38,130616,11638,513,472,2.7461992590853,0.3384529609360033,Bachelor,Part-time,Married,Yes,No,Auto,No,0
393,49,87526,11570,561,265,17.15050569072151,0.356321028912172,Bachelor,Part-time,Single,Yes,No,Personal,Yes,0
394,40,90835,8249,582,308,14.242713146883451,0.23142947461792743,Master,Self-employed,Single,Yes,Yes,Education,No,1
395,50,65765,14110,766,78,4.375095204126113,0.7265291447389578,PhD,Part-time,Divorced,Yes,No,Personal,No,0
396,20,39956,45363,679,314,5.968049169766328,0.1979982895727914,Bachelor,Self-employed,Single,No,No,Home,No,0
397,35,107895,18605,661,149,15.063408838269853,0.6079253273225302,PhD,Part-time,Divorced,Yes,Yes,Personal,No,0
398,42,66240,17115,748,434,8.816225110805632,0.199076821364654,High School,Self-employed,Married,No,Yes,Home,No,0
399,59,141008,44062,740,47,23.58126175898027,0.15642851007436526,Bachelor,Unemployed,Married,No,Yes,Business,No,1
400,48,57148,27911,392,404,20.83102527813317,0.8275436029487012,Master,Self-employed,Single,Yes,No,Home,No,0
401,20,114270,43525,723,378,24.622045749814248,0.2521030130549645,Master,Self-employed,Married,No,Yes,Auto,No,0
402,57,147978,37556,441,247,7.972429295859522,0.7570001236477635,PhD,Full-time,Married,No,Yes,Personal,Yes,0
403,63,24757,17595,590,277,24.30364355435347,0.5357046968857087,High School,Part-time,Single,Yes,Yes,Home,Yes,0
404,41,39097,6969,731,355,11.91837900520583,0.1622852156870157,PhD,Unemployed,Married,No,Yes,Education,No,0
405,67,30395,48753,348,97,9.992932292216356,0.864358553150454,High School,Full-time,Single,Yes,No,Business,No,1
406,49,36241,22275,601,413,3.1580391202951246,0.297568933593514,Master,Part-time,Divorced,Yes,No,Education,No,0
407,64,123892,9470,489,24,3.2136009307708604,0.7877162762820852,PhD,Unemployed,Divorced,Yes,No,Education,No,1
408,39,47696,15225,435,283,17.916258886773058,0.23504800462765135,Master,Unemployed,Divorced,No,Yes,Education,Yes,1
409,40,135654,47324,703,448,12.532366871982642,0.7831543057134823,Master,Unemployed,Single,No,Yes,Business,Yes,0
410,19,90480,46974,640,368,7.209997398830431,0.1105830503242352,High School,Part-time,Single,No,Yes,Business,Yes,1
411,44,66163,47759,617,300,16.121317045480353,0.5094243652555845,PhD,Unemployed,Married,No,Yes,Business,Yes,0
412,59,39816,28196,662,67,7.815736719752557,0.7155540635372455,PhD,Unemployed,Married,Yes,Yes,Business,No,1
413,19,69840,45287,681,6,15.28553034992172,0.8478364139942267,Master,Full-time,Married,No,Yes,Education,No,0
414,43,122547,18669,532,304,10.261801180601879,0.8273617089651897,Master,Self-employed,Married,Yes,No,Auto,No,1
415,34,72853,42380,643,136,20.941701212071838,0.7556998956381159,High School,Part-time,Married,No,No,Auto,Yes,0
416,57,44917,43006,848,163,20.876011697635924,0.8105530797290433,Bachelor,Self-employed,Single,No,Yes,Business,No,1
417,50,116731,20577,828,82,12.97905915681523,0.2593757486696612,Bachelor,Full-time,Single,No,No,Personal,No,0
418,26,41566,27473,482,384,10.068839514705358,0.32734743656938303,Master,Self-employed,Divorced,No,Yes,Home,Yes,1
419,60,95452,33625,340,137,10.338875320859174,0.33117481993684683,Bachelor,Unemployed,Divorced,No,Yes,Personal,Yes,1
420,65,82823,20504,696,419,20.53143409036901,0.4016431448013591,Bachelor,Unemployed,Divorced,Yes,No,Personal,Yes,0
421,56,141392,29089,793,72,9.548128104345075,0.414656536308151,Bachelor,Part-time,Divorced,No,Yes,Personal,Yes,1
422,46,40806,41487,632,236,6.808365595257459,0.5356442597237404,Bachelor,Part-time,Single,No,No,Auto,Yes,0
423,59,95520,5302,426,45,3.9478318631320573,0.22790381069315313,Master,Part-time,Single,No,Yes,Home,No,1
424,43,21759,36463,300,105,12.733941780341393,0.6529973310287914,Bachelor,Full-time,Single,No,Yes,Personal,No,1
425,52,146092,49912,467,415,13.089038275156364,0.2340532314436052,Bachelor,Part-time,Married,Yes,No,Business,Yes,1
426,67,61949,34259,318,287,21.340900339266863,0.34824678568363804,High School,Full-time,Married,No,Yes,Auto,No,1
427,42,112374,47823,631,261,7.0884900182594714,0.5026761044849233,Master,Unemployed,Divorced,Yes,Yes,Business,No,0
428,41,22482,42208,755,175,10.762799294373197,0.7371524492187819,PhD,Self-employed,Married,No,Yes,Business,No,0
429,30,44442,35659,408,165,20.59333199455489,0.6915753865909818,PhD,Unemployed,Single,Yes,No,Personal,No,0
430,24,53719,40840,567,144,20.943343047226392,0.6164274851284178,High School,Unemployed,Divorced,Yes,Yes,Business,Yes,0
431,53,78066,36890,744,329,10.846054747511669,0.22461860846413614,High School,Unemployed,Divorced,Yes,Yes,Home,No,1
432,62,113501,18598,539,369,12.559852535593661,0.5376362764924622,Master,Part-time,Married,Yes,Yes,Business,No,0
433,37,22079,24508,600,282,8.975575489533508,0.16995720143990836,PhD,Part-time,Divorced,Yes,No,Personal,No,0
434,18,22717,47287,402,53,23.44876220364418,0.4018905414373206,Bachelor,Part-time,Married,No,No,Business,Yes,1
435,25,79676,18380,549,177,4.7288066120563474,0.43081322423196733,High School,Self-employed,Married,Yes,No,Auto,No,0
436,63,47952,31984,752,418,23.47623672903381,0.13184915155660307,PhD,Part-time,Divorced,No,No,Auto,Yes,0
437,33,106444,49633,819,243,17.728928392212893,0.31919047957597746,Master,Full-time,Married,Yes,No,Auto,Yes,0
438,31,62460,13125,452,340,14.226159511794817,0.8645195738131916,Bachelor,Unemployed,Married,Yes,Yes,Education,Yes,1
439,29,110397,41059,473,126,2.751158398043405,0.8629060862637516,Master,Self-employed,Married,No,No,Auto,Yes,0
440,68,92847,9033,642,408,12.938712411906192,0.38186164340203144,High School,Self-employed,Married,Yes,No,Auto,No,0
441,40,113607,42873,730,411,11.378206415062843,0.13448008715865925,PhD,Self-employed,Divorced,Yes,Yes,Education,Yes,1
442,32,109106,22087,623,366,5.708032675427819,0.24327595146254524,PhD,Self-employed,Single,Yes,No,Auto,Yes,0
443,45,38449,45901,719,270,17.09742088051511,0.41377423474683217,PhD,Self-employed,Single,Yes,Yes,Personal,Yes,0
444,51,53536,10704,784,131,24.336470869470574,0.8582237583753839,PhD,Full-time,Married,No,No,Auto,Yes,0
445,19,84077,12848,711,92,14.930342654484077,0.21295925082974795,Bachelor,Unemployed,Married,Yes,Yes,Auto,Yes,1
446,49,58258,26592,383,378,18.439325358210755,0.7108126749345698,Bachelor,Self-employed,Married,Yes,Yes,Education,No,1
447,40,68302,11924,412,72,3.574360409018386,0.18694603149975367,Master,Unemployed,Single,No,No,Personal,Yes,1
448,39,145937,32208,631,410,11.60634090379088,0.8850060619130214,Bachelor,Part-time,Married,No,No,Business,No,0
449,68,48865,24614,677,409,4.676245158783405,0.405293199287308,High School,Self-employed,Divorced,Yes,Yes,Home,No,0
450,42,26645,5488,340,402,16.09430421733974,0.7201876311192449,High School,Self-employed,Divorced,Yes,Yes,Personal,Yes,1
451,39,139771,44882,404,247,23.585089638925556,0.37407286624890546,PhD,Unemployed,Divorced,No,Yes,Business,No,1
452,39,58000,30923,501,347,17.22088784684769,0.602135101727047,High School,Self-employed,Single,Yes,Yes,Personal,No,1
453,66,46737,40941,749,272,3.766470111231695,0.2536128677920294,Master,Self-employed,Married,No,Yes,Business,No,0
454,69,31485,34165,565,42,10.157322714656905,0.21681681543757003,Bachelor,Self-employed,Married,Yes,Yes,Business,Yes,0
455,59,58565,6667,509,376,14.665257727139585,0.850451311654505,Bachelor,Full-time,Married,No,Yes,Personal,Yes,0
456,23,45522,31213,417,40,11.2737783910648,0.8341178223235468,Bachelor,Full-time,Single,No,No,Education,Yes,0
457,32,139614,9114,676,169,21.173812240928964,0.8099751521703059,High School,Self-employed,Single,No,Yes,Personal,Yes,0
458,60,85155,41321,839,433,20.737433108329753,0.6003467601332748,Bachelor,Full-time,Single,Yes,No,Personal,Yes,0
459,54,75168,12761,383,211,16.07211346237409,0.7466145689730226,PhD,Part-time,Single,Yes,No,Business,Yes,0
460,50,72487,36116,753,167,10.58953273805222,0.15522954952909995,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,0
461,25,149948,38768,813,38,7.872736596554615,0.3678312335125433,PhD,Part-time,Single,Yes,Yes,Business,No,0
462,61,32342,30426,686,368,4.435109318901974,0.350962499805725,High School,Unemployed,Single,No,No,Auto,No,0
463,61,60806,22772,649,244,10.162646720190743,0.6085162575620906,Bachelor,Part-time,Single,No,Yes,Personal,Yes,0
464,22,68770,43218,595,150,11.50296789577755,0.3847662187765124,High School,Unemployed,Married,No,Yes,Personal,No,0
465,56,98623,8712,557,110,17.543927277393692,0.21880542531494465,Bachelor,Self-employed,Married,Yes,No,Education,Yes,1
466,21,123177,6367,380,479,17.13767595884419,0.577173660330835,Master,Unemployed,Married,Yes,No,Business,Yes,1
467,23,119785,45957,567,435,3.6124872117489097,0.7515071365352652,Master,Unemployed,Divorced,Yes,No,Education,Yes,0
468,62,95629,46781,718,46,11.09096425491663,0.4056987955679786,High School,Part-time,Divorced,No,Yes,Personal,No,0
469,49,140993,31200,534,62,6.180913945999324,0.20581497207878538,PhD,Part-time,Single,Yes,Yes,Business,Yes,0
470,69,72603,8726,610,224,5.606692222286531,0.25735055785025845,High School,Part-time,Married,Yes,No,Business,Yes,0
471,47,146944,28616,656,365,21.027949443956658,0.28998664413550723,PhD,Self-employed,Divorced,No,Yes,Auto,Yes,1
